utt_id,word_errors,ref,hyp
mr_in_test_00145,2,घरी परतणाऱ्या प्रवाशांसाठी संयम आणि समजूतदारपणादेखील आवश्यक असतो हे लोकांना कदाचित समजत नाही., घरी परतणाऱ्या प्रवाशांसाठी संयम आणि समजूतदारपणा देखील आवश्यक असतो हे लोकांना कदाचित समजत नाही.
mr_in_test_00146,3,कोकामो दरी - चिलीमधील प्रमुख चढाईचे ठिकाण जिथे ग्रॅनाईट च्या वेगवेगळ्या भिंती आणि सुळके आहेत जे दक्षिण अमेरिकेचे योसेमाईट म्हणून ओळखले जाते.," कोकामो दरी, चिलीमधील प्रमुख चढाईचे ठिकाण जिथे ग्रॅनाइटच्या वेगवेगळ्या भिंती आणि सुळके आहेत, जे दक्षिण अमेरिकेचे योसेमाइट म्हणून ओळखले जाते."
mr_in_test_00147,4,"अतिशय सहजपणे उपलब्ध होणारे वनस्पतीजन्य स्त्रोत हे पाने आणि शेंगामध्ये असलेली प्रथिने आहेत, परंतु आपल्या सारख्या मानवप्राण्यांसाठी ते जोपर्यंत शिजवले जात नाही तोपर्यंत पचवणे कठीण असते."," अतिशय सहजपणे उपलब्ध होणारे वनस्पतीजन्य स्त्रोत हे पाने आणि शेंगामध्ये असलेली प्रथिने आहेत, परंतु आपल्यासारख्या मानव प्राण्यांसाठी ते जोपर्यंत शिजवले जात नाही तोपर्यंत पचवणे कठीण आहे."
mr_in_test_00148,4,"या पुलाखालील ऊर्ध्व मोकळी जागा 15 मीटर्स आहे. याचे बांधकाम ऑगस्ट 2011 मध्ये पूर्ण करण्यात आले, मार्च 2017 पर्यंत तो वाहतुकीस खुला झालेला नव्हता."," या पुलाखाली अर्ध व मोकळी जागा 15 मीटर्स आहे, याचे बांधकाम ऑगस्ट 2018 मध्ये पूर्ण करण्यात आले. मार्च 2017 पर्यंत तो वाहतुकीस खुला झालेला नव्हता."
mr_in_test_00149,1,पर्यटकांनी त्यांच्या भागाला बाधित करणाऱ्या तीव्र हवामानाची कोणतीही जोखीम जाणून घ्यावी कारण त्यांच्या कोणत्याही प्रवास योजना बाधित होऊ शकतात., पर्यटकांनी त्यांच्या भागाला बाधित करणाऱ्या तीन हवामानाची कोणतीही जोखीम जाणून घ्यावी कारण त्यांच्या कोणत्याही प्रवास योजना बाधित होऊ शकतात.
mr_in_test_00150,3,"सांस्कृतिक निर्धार हा प्रणयरम्यतेचा मोठा घटक होता असे गोएथे, फिच्ते आणि श्लेगल सारख्या लेखकांकडून मांडण्यात आले होते."," सांस्कृतिक निर्धार हा प्रणयनिर्मितेचा मोठा घटक होता असे गोएथे, फिश्ते आणि श्लायकल सारख्या लेखकांकडून मांडण्यात आले होते."
mr_in_test_00151,3,"सुंदरबन्स हा जगातील सर्वात मोठा समुद्रालगतचा कांदळवनाचा पट्टा आहे, तो बांगलादेश आणि भारतीय सुदूर अंतर्भागातील किनाऱ्यापासून 80 किमी (50 मैल) आत पसरलेला आहे."," सुंदरबन्स हा जगातील सर्वात मोठा समुद्रालगतचा कांदळवनाचा पट्टा आहे, तो बांगलादेश आणि भारतीय सुदूर अंतर्भागातील किनाऱ्यापासून 80 km आत पसरलेला आहे."
mr_in_test_00152,3,"""लेटन यांनी पंतप्रधान यांच्यासोबत सभेमध्ये पुराणमतवादी यांच्या पर्यावरण कायद्यामध्ये अनेक बदल सुचवले आहेत, पुराणमतवादी पक्षाचा पर्यावरण कायदा प्रारूप याचे """" तपशीलवार आणि पूर्णत: पुनर्लेखन"""" व्हावे अशी मागणी केली आहे. """, लेटन यांनी पंतप्रधान यांच्यासोबत सभेमध्ये पुराणमतवादी यांच्या पर्यावरण कायद्यामध्ये अनेक बदल सुचवले आहे. पुराणमतवादी पक्षाच्या पर्यावरण कायदा प्रारूप याचे तपशीलवार आणि पूर्णतः पुनर्लेखन व्हावे अशी मागणी केली आहे.
mr_in_test_00153,15,"तथापि क्षय असणाऱ्या लोकांच्या समूहामध्ये एक्सडीआर-टीबी ची टक्केवारी अद्याप तरी कमी वाटते; दक्षिण आफ्रिकेमध्ये संक्रमित झालेल्या एकूण 330,000 लोकांपैकी एकावेळी 6,000 जणांना."," तथापि क्षय असणाऱ्या लोकांच्या समूहामध्ये एक्स डी आर टी बी ची टक्केवारी अद्याप तरी कमी वाटते, दक्षिण आफ्रिकेमध्ये संक्रमित झालेल्या एकूण तीन तीन शून्य शून्य शून्य शून्य लोकांपैकी एका वेळी सहा हजार जणांना."
mr_in_test_00154,0,"हे सांगण्याची आवश्यकता नाही की, जर तुम्हाला रोमन भाषा येत असेल तर तुमच्यासाठी पोर्तुगीज शिकणे सोपे होईल.", हे सांगण्याची आवश्यकता नाही की जर तुम्हाला रोमन भाषा येत असेल तर तुमच्यासाठी पोर्तुगीज शिकणे सोपे होईल.
mr_in_test_00155,7,"काही जलपर्यटनाच्या माहितीपत्रकांत बर्लिन, जर्मनीचा समावेश आहे. आपण वरील नकाशावरून पाहू शकता की बर्लिन समुद्राच्या अजिबातजवळ नाही आणि या शहराला भेट या जलपर्यटनाच्या किमतीमध्येसमाविष्ट केलेले नाही.", जलपर्यटनाच्या माहितीपत्रकात बर्लिन जर्मनीचा समावेश आहे. आपण वरील नकाशावरून पाहू शकता की बर्लिन समुद्राच्या अजिबात जवळ नाही आणि हा शहराला भेट या जलपर्यटनाच्या किमतीमध्ये समाविष्ट केलेले नाही.
mr_in_test_00156,2,हा उपग्रह अंतरिक्षात एका रॉकेटद्वारे पाठविण्यात आला होता. वैज्ञानिक अंतरिक्षात दुर्बिणी वापरतात कारण पृथ्वीचे वातावरण आपल्याला हव्या असलेल्या प्रकाशात आणि दृश्यांमध्ये काही बाधा आणते., हा उपग्रह अंतरिक्षात एका रॉकेटद्वारे पाठवण्यात आला होता. वैज्ञानिक अंतरिक्षात दुर्बिणी वापरतात कारण पृथ्वीचे वातावरण आपल्याला हवे असलेल्या प्रकाशात आणि दृश्यांमध्ये काही बाधा आणते.
mr_in_test_00157,1,ब्लॉगिंग हे एक असे साधन आहे जे सहकार्य करण्यास प्रेरित करते आणि विद्यार्थ्यांना पारंपारिक शालेय दिवसाच्या पलीकडे शिक्षणाचा विस्तार करण्यास प्रोत्साहित करते., ब्लॉगिंग हे एक असे साधन आहे जे सहकार्य करण्यास प्रेरित करते आणि विद्यार्थ्यांना पारंपारिक शालेय दिवसाचे पलीकडे शिक्षणाचा विस्तार करण्यास प्रोत्साहित करते.
mr_in_test_00158,0,"मोसासॉरस हा त्याच्या काळातील सर्वोच्च भक्षक होता, त्यामुळे त्याला इतर मोसासॉरस वगळता कशाचीही भीती वाटत नव्हती."," मोसासॉरस हा त्याच्या काळातील सर्वोच्च भक्षक होता, त्यामुळे त्याला इतर मोसासॉरस वगळता कशाचीही भीती वाटत नव्हती."
mr_in_test_00159,4,व्हर्च्युअल टीम्सकरिता पारंपारिक टीम्सप्रमाणेच उत्कृष्टतेचे मानक ठेवले जातात परंतु त्यात सूक्ष्म फरक असतो.," व्हर्च्युअल टिप्सकरिता पारंपारिक टॅक्स टीम्सप्रमाणे उत्कृष्टचे मानक ठेवले जातात, परंतु त्यात सूक्ष्म फरक असतो."
mr_in_test_00160,1,"हे बुद्धिसंगत वाटते, कारण पृथ्वीला ती फिरत असल्यासारखे वाटत नाही, वाटते का?", हे बुद्धिसंगत वाटते कारण पृथ्वीला ते फिरत असल्यासारखे वाटत नाही वाटते का?
mr_in_test_00161,5,"त्सुनामीची कोणतीही चेतावणी देण्यात आली नाही आणि जकार्ता भूभौतिकीशास्त्र एजंसीच्या मते, त्सुनामीची कोणतीही चेतावणी देण्यात येणार नाही कारण भूकंपाने ६.५ च्या तीव्रतेची आवश्यकता पूर्ण केलेली नाही."," सुनामीची कोणतीही चेतावणी देण्यात आली नाही आणि जकार्ता भूभौतिकीशास्त्र एजन्सीच्या मते, सुनामीची कोणतीही चेतावणी देण्यात येणार नाही कारण भूकंपाने 6.5 च्या तीव्रतेची आवश्यकता पूर्ण केलेली नाही."
mr_in_test_00162,2,"ते सर्व वाळूचे किनारे आहेत आणि पोहोण्यासाठी सुरक्षित, आणि बहुतांश ठिकाणी पोहुतुकावा वृक्षांमुळे मिळणारी सावली आहे.", ते सर्व वाळूचे किनारे आहेत आणि पोहोचण्यासाठी सुरक्षित आणि बहुतांश ठिकाणी पोहुर्तुकावा वृक्षांमुळे मिळणारी सावली आहे.
mr_in_test_00163,4,सिंहांचे गट बरेचसे लांगडे आणि कुत्रे या त्यांच्या वर्तनाशी आश्चर्यकारक साम्य असलेल्या (मात्र अन्य मोठ्या मांजरी नाही) आणि त्यांच्या शिकारीबाबत अत्यंत प्राणघातक असलेल्या प्राण्यांच्या टोळ्यांसारके वर्तन करतात., सिंहाचे गट बरेचसे लांगडे आणि कुत्रे या त्यांच्या वर्तनाशी आकर्षक आश्चर्यकारक साम्य असलेल्या मात्र भीम अन्य मोठ्या मांजरी नाही आणि त्यांच्या शिकारीबाबत अत्यंत प्राणघातक असलेल्या प्राण्यांच्या टोळ्यांसारखे वर्तन करतात.
mr_in_test_00164,2,"विशेषतः उन्हाळ्यामध्ये साधे प्रसिद्ध रात्रीचे जेवण करण्याचे ठिकाण म्हणजे पा अंब ऑली: ऑलिव्ह ऑइलसह ब्रेड, टोमॅटो आणि पदार्थाची चव वाढवणारा कोणताही पदार्थ जसे की, चीज, टुना मासा इत्यादी."," विशेषतः उन्हाळ्यामध्ये साधे प्रसिद्ध रात्रीचे जेवण करण्याचे ठिकाण म्हणजे पा अंब ऑली, ऑलिव्ह ऑइलसह ब्रेड, टोमॅटो आणि पदार्थाची चव वाढवणारा कोणताही पदार्थ जसे की चीज, टुनामासा इत्यादी."
mr_in_test_00165,3,ऑक्टोबरमध्ये सुरू झालेल्या शासन-विरोधी व्यापक निषेधांना आयोग हा मार्टलीचा प्रतिसाद होता., ऑक्टोबरमध्ये सुरू झालेल्या शासनविरोधी व्यापक निषेधांना आयोग हा मराठीचा प्रतिसाद होता.
mr_in_test_00166,1,"""""""हा अखेरचा निरोप असणार आहे. हे 1 भाग संपवणे आहे आणि दुसरा नवीन 1 उघडणे आहे.""""""", हा अखेरचा निरोप असणार आहे हे 1 भाग संपवणे आहे आणि 2nd नवीन 1 उघडणे आहे.
mr_in_test_00167,4,"संयुक्त राष्ट्रांचे या रोगाचे तज्ज्ञ, डॅनिअल लॅन्टॅग्ने म्हणाले की उद्रेक शांततादुतांद्वारे झालेला असू शकतो.", संयुक्त राष्ट्रांचे या रोगाचे तज्ज्ञ Daniel Latteक ने म्हणाले की उद्रेक शांतदूताद्वारे झालेला असू शकतो.
mr_in_test_00168,4,"आमच्या अ‍ॅथलेट्स आणि क्लबचे हितसंबंध असलेल्या USOC च्या विधानासह आम्ही सहमत आहोत आणि आणि त्याऐवजी निर्धारण करण्यापेक्षा, आमच्या संस्थेमध्ये अर्थपूर्ण बदलासह पुढे जाऊन त्यांचा खेळ, उत्तम प्रकारे खेळला जाऊ शकतो.", आमच्या ॲथलीट्स आणि क्लबचे हितसंबंध असलेल्या क्यूएसओसीच्या विधानासह आम्ही सहमत आहोत आणि त्याऐवजी निर्धारण करण्यापेक्षा आमच्या संस्थेमध्ये अर्थपूर्ण बदलासह पुढे जाऊन त्यांचा खेळ उत्तम प्रकारे खेळला जाऊ शकतो.
mr_in_test_00169,0,"त्यांना खवले आणि नख्या असलेले पाय असतात, ते अंडी घालतात आणि ते टी रेक्स प्रमाणे त्यांच्या मागच्या 2 पायावर चालतात."," त्यांना खवले आणि नख्या असलेले पाय असतात, ते अंडी घालतात आणि ते टी रेक्स प्रमाणे त्यांच्या मागच्या 2 पायावर चालतात."
mr_in_test_00170,1,पाण्याच्या अंतर्गत भागातील टोपोलॉजीमुळे परतीचा प्रवाह थोड्या सखोल भागात केंद्रित केला जातो आणि तेथे खोल पाण्याचा वेगवान प्रवाह तयार होईल., पाण्याच्या अंतर्गत भागातील टोपोलॉजीमुळे प्रतीचा प्रवाह थोड्या सखोल भागात केंद्रित केला जातो आणि तेथे खोल पाण्याचा वेगवान प्रवाह तयार होईल.
mr_in_test_00171,0,"हा रोग डुकरांमुळे होतो, जो नंतर डासांच्या माध्यमातून मनुष्यांपर्यंत पोहोचतो.", हा रोग डुकरांमुळे होतो जो नंतर डासांच्या माध्यमातून मनुष्यांपर्यंत पोहोचतो.
mr_in_test_00172,2,मोल्दोवाची राजधानी चिशिनव्ह आहे. स्थानिक भाषा रोमानियन असली तरी रशियन भाषेचा जास्त वापर होतो., मोल्दोवाची राजधानी चीनाशी आहे. स्थानिक भाषा रोमनियन असली तरी रशियन भाषेचा जास्त वापर होतो.
mr_in_test_00173,3,"वालुकाभिंत आणि पुळणी तयार करण्याकरिता या गाळाची आवश्यकता होत, जे वन्यजीवांसाठी अधिवास म्हणून कार्य करते.", वालुका भिंत आणि पुळवी तयार करण्याकरिता या गाळाची आवश्यकता होत जे वन्यजीवांसाठी अधिवास म्हणून कार्य करते.
mr_in_test_00174,3,बग (किडा) ही संज्ञा या कीटकांच्या समूहासाठी कीटकशास्त्रज्ञानी औपचारिक दृष्ट्या वापरली आहे., बग किडा ही संज्ञा या कीटकांच्या समूहासाठी कीटकशास्त्रज्ञांनी औपचारिकदृष्ट्या वापरली आहे.
mr_in_test_00175,0,"शहर, आफ्रिकेत जिथे सर्वात स्वस्तात पर्वतीय गोरिलांचा माग काढता येतो अशा जागांपैकी एक असण्यासह नैरागोंगो ज्वालामुखीवर चढाई करण्याचा तळ आहे.", शहर आफ्रिकेत जिथे सर्वात स्वस्तात पर्वतीय गोरिलांचा माग काढता येतो अशा जागांपैकी एक असण्यासह नैरागोंगो ज्वालामुखीवर चढाई करण्याचा तळ आहे.
mr_in_test_00176,2,कवच जवळच्या बाजूला सुमारे 70 km जाड आणि दूरच्या बाजूला 100 km जाड आहे., कवच जवळच्या बाजूला सुमारे 70 km जाडं आणि दूरच्या बाजूला 100 km जाडं आहे.
mr_in_test_00177,4,ते अनेक देशांच्या नोटांच्या कोरीव कामात देखील व्यस्त होते. नवीन कॅनेडियन $5 आणि $100 बिल्सच्या अग्रभागी असलेले पंतप्रधानांचे पोर्ट्रेट हे त्यांच्या अलीकडील कामाचे उदाहरण आहे., ते अनेक देशांच्या नोटांच्या कोरीव कामात देखील व्यस्त होते. नवीन कॅनेडियन पाच डॉलर आणि <unk>100 डॉलर बिल्सच्या अग्रभागी असलेले पंतप्रधानांचे पोर्ट्रेट हे त्यांच्या अलीकडील कामाचे उदाहरण आहे.
mr_in_test_00178,0,हा अपघात वर डोंगराळ भागात घडून आला आणि असा विश्वास आहे की हे भयानक अशा आगीमुळे घडून आले असावे., हा अपघात वर डोंगराळ भागात घडून आला आणि असा विश्वास आहे की हे भयानक अशा आगीमुळे घडून आले असावे.
mr_in_test_00179,5,"काही मार्गावर मोठ्या कंपन्यांची त्यांची स्वत:ची विमाने असू शकतात, परंतु इतर मार्गांसाठी आणि छोट्या कंपन्यांना तिथे काही समस्या आहेत."," काही मार्गांवर मोठ्या कंपन्यांची त्यांची स्वतःची मने असू शकतात, परंतु इतर मार्गांसाठी आणि छोट्या कंपन्यांनी तिथे काही समस्या आहेत."
mr_in_test_00180,0,"म्हणून, पेन्सिल आली तेव्हा ती अनेक लोकांची चांगली मैत्रीण ठरली.", म्हणून पेन्सिल आली तेव्हा ती अनेक लोकांची चांगली मैत्रीण ठरली.
mr_in_test_00181,4,या फॉरमॅटचा आस्पेक्ट रेशिओ (सर्वात सोपा पूर्ण-संख्येतील रेशिओ प्राप्त करण्यासाठी बाराने भागणे) म्हणून 3:2 असल्याचे समजले जाते., हा फॉरमॅटचा आस्पेक्ट रेशिओ सर्वात सोपा म्हणून संख्येतील रेशिओ प्राप्त करण्यासाठी 12 ने भागणे म्हणून 3.2 असल्याचे समजले जाते.
mr_in_test_00182,2,सह कुस्तीगिरांनी देखील लुना यांना श्रद्धांजली वाहिली., सहकुस्तीगिरांनी देखील लुना यांना श्रद्धांजली वाहिली.
mr_in_test_00183,6,आपण गोमाभोवती फिरण्यासाठी बोडा-बोडा (मोटरसायकल टॅक्सी) वापरु शकता. लहान राईडसाठी सामान्य (स्थानिक) किंमत ~500 काँगोलिज फ्रँक्स आहे., आपण गोमा भोवती फिरण्यासाठी बोडा बोडा मोटरसायकल टॅक्सी वापरू शकता. लहान राईडसाठी सामान्य स्थानिक किंमत 1500 infinity काँगोलीज फ्रँक्स आहे.
mr_in_test_00184,2,पूर्ण 20 टक्के पाणी जे पृथ्वीवरील नद्यांमधून समुद्रात जाते ते अॅमेझॉनमधून येते., पूर्ण 20% पाणी जे पृथ्वीवरील नद्यांमधून समुद्रात जाते ते ॲमेझॉनमधून येते.
mr_in_test_00185,0,विशेषतः सवानावर आकर्षक आफ्रिकन वन्यजीव पाहण्यासाठी लोकप्रिय वापरामधील सफारी हा शब्द ओव्हरलँड ट्रॅव्हल संबोधित करतो., विशेषतः सवानावर आकर्षक आफ्रिकन वन्यजीव पाहण्यासाठी लोकप्रिय वापरामधील सफारी हा शब्द ओव्हरलँड ट्रॅव्हल संबोधित करतो.
mr_in_test_00186,8,"काही जलपर्यटनाच्या माहितीपत्रकांत बर्लिन, जर्मनीचा समावेश आहे. आपण वरील नकाशावरून पाहू शकता की बर्लिन समुद्राच्या अजिबातजवळ नाही आणि या शहराला भेट या जलपर्यटनाच्या किमतीमध्येसमाविष्ट केलेले नाही.", काही जल पर्यटनाच्या माहितीपत्रकांत बर्लिन जर्मनीचा समावेश आहे. आपण वरील नकाशावरून पाहू शकता की बर्लिन समुद्राच्या अजिबात जवळ नाही आणि या शहराला भेट या जल पर्यटनाच्या किमतीमध्ये समाविष्ट केलेले नाही.
mr_in_test_00187,3,2002 मध्ये नायरागोंगो ज्वालामुखीतील शीलारसामुळे गोमा नष्ट झाला ज्यामुळे विशेषत: शहराच्या मध्यभागी असलेले शहरातील बहुतेक रस्ते उध्वस्त झाले.," 2002 मध्ये नायरागोंगो ज्वालामुखीतील शिलास्तरामुळे गोमा नष्ट झाला, ज्यामुळे विशेषतः शहराच्या मध्यभागी असलेले शहरातील बहुतेक रस्ते उद्ध्वस्त झाले."
mr_in_test_00188,3,अपिया ही सामोआ ची राजधानी आहे. हे शहर उपोलू बेटावर आहे आणि याची लोकसंख्या फक्त 40000 च्या आत आहे., अपिया ही सामोआची राजधानी आहे. हे शहर उपेलू बेटावर आहे आणि याची लोकसंख्या फक्त 40000-च्या आत आहे.
mr_in_test_00189,3,रॉस्बी संख्या जितकी लहान असेल तितकाच तो तारा चुंबकीय परावर्तनाच्या बाबतीत कमी सक्रिय असेल., रॉम्बीसारखी जितकी लहान असेल तितकी तो तारा चुंबकीय परावर्तनाच्या बाबतीत कमी सक्रिय असेल.
mr_in_test_00190,0,"त्यांच्या अत्यंत भरभराटीच्या काळात प्रकाशाचे प्रदूषण ही आजच्या काळासारखी समस्या नव्हती, ते सहसा शहरांमध्ये किंवा कॅम्पसमध्ये राहत होते, त्यामुळे आधुनिक काळात बनवलेल्या ठिकाणांपेक्षा तेथे पोहोचणे सोपे आहे."," त्यांच्या अत्यंत भरभराटीच्या काळात प्रकाशाचे प्रदूषण ही आजच्या काळासारखी समस्या नव्हती. ते सहसा शहरांमध्ये किंवा कॅम्पसमध्ये राहत होते, त्यामुळे आधुनिक काळात बनवलेल्या ठिकाणांपेक्षा तेथे पोहोचणे सोपे आहे."
mr_in_test_00191,4,"सुंदरबन्स हा जगातील सर्वात मोठा समुद्रालगतचा कांदळवनाचा पट्टा आहे, तो बांगलादेश आणि भारतीय सुदूर अंतर्भागातील किनाऱ्यापासून 80 किमी (50 मैल) आत पसरलेला आहे."," सुंदरबन्स हा जगातील सर्वात मोठा समुद्र लगतचा कांदळवनाचा पट्टा आहे, तो बांग्लादेश आणि भारतीय सुदूर अंतर्भागातील किनाऱ्यापासून 80 km 50 मैल आत पसरलेला आहे."
mr_in_test_00192,1,रॉस्बी संख्या जितकी लहान असेल तितकाच तो तारा चुंबकीय परावर्तनाच्या बाबतीत कमी सक्रिय असेल., रॉम्बी संख्या जितकी लहान असेल तितकाच तो तारा चुंबकीय परावर्तनाच्या बाबतीत कमी सक्रिय असेल.
mr_in_test_00193,5,"क्रांती नंतर देखील अनेक व्यवसाय संधी या पुरुष आवेदन कर्त्यांसाठी उपलब्ध होत्या, सर्वात महात्वाकांशी आणि यशस्वी यांना यश प्राप्त करू देण्यासाठी.", क्रांतीनंतर देखील अनेक व्यवसाय संधी या पुरुष आवेदनकर्त्यांसाठी उपलब्ध होत्या सर्वात महत्त्वाकांक्षी आणि यशस्वी यांना यश प्राप्त करू देण्यासाठी.
mr_in_test_00194,0,एखादी व्यक्ती असेही आश्चर्य व्यक्त करू शकते की एखादा नवीन शब्द आल्यास कीबोर्डवर कसा लिहिला जाईल., एखादी व्यक्ती असेही आश्चर्य व्यक्त करू शकते की एखादा नवीन शब्द आल्यास कीबोर्डवर कसा लिहिला जाईल.
mr_in_test_00195,9,फॉकलंडचे अधिकृत चलन फॉकलंड पौंड (FKP) आहे ज्याची किंमत एका ब्रिटीश पौंड (GBP) च्या एवढीच ठरवली गेली आहे.," फॉकलंडचे अधिकृत चलन फॉकलंड पॉन्ड एफ के पी आहे, ज्याची किंमत एका ब्रिटिश पॉन्ड जी बी पी च्या एवढीच ठरवली गेली आहे."
mr_in_test_00196,0,हा काही क्रियापदे आणि कर्मांमध्ये फरक करण्याचा महत्त्वपूर्ण मार्ग आहे., हा काही क्रियापदे आणि कर्मांमध्ये फरक करण्याचा महत्त्वपूर्ण मार्ग आहे.
mr_in_test_00197,1,महिला: कोणीही महिला जी प्रवास करीत आहे त्यांनी त्यांची प्रत्यक्ष वैवाहिक स्थिती काही असली तरी त्यांनी विवाहित आहे असे सांगण्याची शिफारस केली जाते.," महिला कोणतीही महिला जी प्रवास करीत आहे, त्यांनी त्यांची प्रत्यक्ष वैवाहिक स्थिती काही असली तरी त्यांनी विवाहित आहे असे सांगण्याची शिफारस केली जाते."
mr_in_test_00198,2,"1537 मध्ये असुनसिऑनची स्थापना झाल्यापासून, पराग्वेने आपले स्वदेशी लोकं आणि ओळख टिकवून ठेवण्यात यशस्वी झाला आहे.", 1537 मध्ये असुनसीऑनची स्थापना झाल्यापासून पराग्वेने आपले स्वदेशी लोक आणि ओळख टिकवून ठेवण्यात यशस्वी झाला आहे.
mr_in_test_00199,0,"परंतु, कर्णधाराची विकेट गमावल्यानंतर भारताने डाव समाप्त करण्यासाठी केवळ 7 विकेट गमावत 36 धावा केल्या.", परंतु कर्णधाराची विकेट गमावल्यानंतर भारताने डाव समाप्त करण्यासाठी केवळ 7 विकेट गमावत 36 धावा केल्या.
mr_in_test_00200,4,"आमच्या अ‍ॅथलेट्स आणि क्लबचे हितसंबंध असलेल्या USOC च्या विधानासह आम्ही सहमत आहोत आणि आणि त्याऐवजी निर्धारण करण्यापेक्षा, आमच्या संस्थेमध्ये अर्थपूर्ण बदलासह पुढे जाऊन त्यांचा खेळ, उत्तम प्रकारे खेळला जाऊ शकतो.", आमच्या ऍथलीट्स आणि क्लबचे हितसंबंध असलेल्या यूएसओसीच्या विधानासह आम्ही सहमत आहोत आणि त्याऐवजी निर्धारण करण्यापेक्षा आमच्या संस्थेमध्ये अर्थपूर्ण बदलासह पुढे जाऊन त्यांचा खेळ उत्तम प्रकारे खेळला जाऊ शकतो.
mr_in_test_00201,2,मिश्रधातू हे मुळात 2 किंवा अधिक धातूंचे मिश्रण आहे. आवर्त सारणीमध्ये अनेक मूलद्रव्ये आहेत हे विसरू नका., मिश्रधातू हे मुळात 2 किंवा अधिक धातूंचे मिश्रण आहे. आवर्तसरणीमध्ये अनेक मूलद्रव्ये आहेत हे विसरू नका.
mr_in_test_00202,3,"शास्त्रज्ञाना ग्रह कसे तयार होतात हे समजण्याची आशा आहे, विशेषत: पृथ्वी कशी तयार झाली, जेव्हा धूमकेतू फार पूर्वी पृथ्वीवर आदळले होते."," शास्त्रज्ञांना ग्रह कसे तयार होतात हे समजण्याची आशा आहे, विशेषतः पृथ्वी कशी तयार झाली की जेव्हा धूमकेतू फार पूर्वी पृथ्वीवर आदळले होते."
mr_in_test_00203,1,काही भागांमध्ये एक मिनिटासाठी पाणी उकळणे पुरेसे असेल तर इतर ठिकाणी काही मिनिटेही गरजेची असू शकतात., काही भागांमध्ये 1 मिनिटासाठी पाणी उकळणे पुरेसे असेल तर इतर ठिकाणी काही मिनिटेही गरजेची असू शकतात.
mr_in_test_00204,5,"""मागील आठवड्यात, METI ने जाहीर केले की अॅपलने 34 अतिरिक्त ओव्हरहिटिंग घटनांची माहिती दिली होती, ज्यास कंपनीने """"नॉन-सिरीयस"""" असे म्हटले आहे.""", मागील आठवड्यात मेटीने जाहीर केले की ॲपलने 34 अतिरिक्त ओव्हरहीटिंग घटनांची माहिती दिली होती ज्यास कंपनीने नॉन-सिरियस असे म्हटले आहे.
mr_in_test_00205,2,"हे शहर देशातील इतर शहरांपेक्षा अगदी वेगळे आहे, कारण येथील लोकांचे स्वभाव आफ्रिकनपेक्षा अरबी लोकांसारखे जास्त आहेत.", हे शहर देशातील इतर शहरापेक्षा अगदी वेगळे आहे कारण येथील लोकांचे स्वभाव आफ्रिकनपेक्षा अरबी लोकांसारखे जास्त आहे.
mr_in_test_00206,1,"लहान मुलांना अनेक कारणांसाठी संगोपन केंद्रात ठेवले जाते ज्यामध्ये दुर्लक्ष, छळ आणि अगदी खंडणी यांसारखी अनेक कारणे आहेत."," लहान मुलांना अनेक कारणांसाठी संगोपन केंद्रात ठेवले जाते ज्यामध्ये दुर्लक्ष, छळ आणि अगदी खंडणी यासारखे अनेक कारणे आहेत."
mr_in_test_00207,1,प्राचीन चीनकडे कालावधी दाखवण्याचा विलक्षण मार्ग होता; चीनचा प्रत्येक टप्पा किंवा सत्तारुढ कुटुंब विशिष्ट वंशाचे होते., प्राचीन चीनकडे कालावधी दाखवण्याचा विलक्षण मार्ग होता. चीनचा प्रत्येक टप्पा किंवा सत्तारूढ कुटुंब विशिष्ट वंशाचे होते.
mr_in_test_00208,7,"सौ. किर्चनर यांनी अर्जेंटाईन नाट्यगृह येथे आपल्या अध्यक्षपदाची निवडणूक लढविण्याचा हेतू घोषित केला, हेच ठिकाण त्यांनी ब्यूनोस एअर्स प्रभाग प्रतिनिधी मंडळाचे एक सदस्य म्हणून 2005 साली सिनेट साठी मोहीम सुरु करण्याकरिता वापरले होते.", सौ किर्चनर यांनी अर्जेंटाईन नाट्यगृह येथे आपल्या अध्यक्षपदाची निवड लढवण्याचा हेतू घोषित केला हेच ठिकाण त्यांनी ब्युनोस एअर्स प्रभाव प्रतिनिधी मंडळाचे एक सदस्य म्हणून 2005 साली सिनेटसाठी मोहीम सुरू करण्याकरिता वापरले होते.
